Gene,GBM_loss,LGG_loss,pval,FDR
DFNB31,41,24,0.05467673463241214,0.0968463515679867
DGAT2,51,12,7.666288351259546e-07,3.3634048952284142e-06
DGKA,41,40,1.0,1.0
DGKB,4,5,0.747799998870537,0.8492818918147129
DGKD,25,51,0.0011948150824147308,0.0031914139701340835
DGKG,27,20,0.4561539484660949,0.5913821190867073
DGKH,181,91,4.905058268215095e-09,2.519965297712967e-08
DGKI,4,3,1.0,1.0
DGKK,6,25,0.0003612854441977449,0.001060005848191118
DGKZ,61,47,0.2650750448476438,0.3798127931802085
DGUOK,11,8,0.6463669807125458,0.7709133039601651
DHCR24,7,175,3.2203795423770618e-52,6.250199158344731e-51
DHCR7,54,15,2.522129159689038e-06,1.0108704438860385e-05
DHDDS,27,183,9.672516854828772e-38,8.695424787147684e-37
DHDH,65,239,1.0716445822774263e-35,8.973380666093365e-35
DHFR,16,21,0.40326240615321973,0.5348113238486507
DHFRL1,27,20,0.4561539484660949,0.5913821190867073
DHH,45,45,0.8266885807345081,0.9076750190579539
DHODH,52,13,1.1734686144511066e-06,5.002226312793565e-06
DHPS,9,5,0.4226607189952972,0.556265053508617
DHRS1,142,56,1.1800809667708732e-10,6.465053348954069e-10
DHRS11,38,10,8.358208783225006e-05,0.0002637752360117774
DHRS12,201,98,5.39941708476351e-11,3.026494158481994e-10
DHRS2,143,57,1.4149326574592874e-10,7.71230710462751e-10
DHRS3,47,187,7.141198720683895e-28,5.393418158980064e-27
DHRS4,143,57,1.4149326574592874e-10,7.71230710462751e-10
DHRS4L1,142,56,1.1800809667708732e-10,6.465053348954069e-10
DHRS7B,38,6,7.578513103670922e-07,3.3336580920452294e-06
DHRS7C,47,7,2.750427640390043e-08,1.3758549455191218e-07
DHTKD1,421,76,1.2312009016984882e-98,3.8692677709863364e-97
DHX15,26,38,0.09388328810576449,0.15511600901064607
DHX30,32,37,0.456041136327251,0.5913821190867073
DHX34,66,240,1.522610953753424e-35,1.2699978760290913e-34
DHX37,24,31,0.2703424442748018,0.3855215680554464
DHX38,52,13,1.1734686144511066e-06,5.002226312793565e-06
DHX40,13,2,0.007222109257812128,0.016084584917843408
DHX57,10,8,0.8138773582697607,0.9021595097349724
DHX8,24,9,0.01293946193370139,0.02712105443952313
DIAPH1,22,33,0.09759715923792153,0.16035267702855271
DIAPH2,9,6,0.6061644328763274,0.7423611699550131
DIAPH3,191,97,1.8049601973203658e-09,9.490413750138794e-09
DICER1,124,95,0.0816885592839634,0.13752387510519984
DIDO1,13,2,0.007222109257812128,0.016084584917843408
DIEXF,16,8,0.1496700762761138,0.23279601219919047
DIMT1,15,17,0.7204601062287859,0.8281239357080741
DIO1,10,176,3.449587032012365e-49,5.935818601934679e-48
DIO2,131,99,0.05329537509622746,0.09498198181225874
DIO3OS,122,87,0.020983244843238134,0.041827269643726545
DIP2B,43,44,0.7389665590787531,0.8432661539411295
DIP2C,426,83,7.829792201356699e-97,2.166098313973855e-95
DIRAS1,11,9,0.8231147798009446,0.9047189446795246
DIRAS2,43,22,0.01466769136654186,0.03036214134052526
DIRAS3,8,176,2.0090390962311685e-51,3.7724731629480765e-50
DIRC1,11,10,1.0,1.0
DIRC3,11,13,0.6816734346528801,0.7938676126331936
DIS3,184,91,1.5279769339316566e-09,8.056605651639644e-09
DIS3L,66,41,0.024825275364612022,0.04802025322266312
DIS3L2,21,49,0.0002881350689601476,0.0008537209084653526
DISC1,18,13,0.4704302688108405,0.6078447873797046
DISC1FP1,49,11,8.181307621178705e-07,3.57106572885065e-06
DISP1,27,15,0.08582255708121128,0.14345459580215375
DISP2,105,49,5.164047523355309e-06,1.9678924884790323e-05
DKFZP434E1119,50,14,7.459525766848367e-06,2.743804996806958e-05
DKFZP434H0512,42,24,0.041790481976904895,0.07600201213765925
DKFZP434O1614,121,91,0.05592359642426625,0.09884507183025387
DKFZP667F0711,423,78,1.8949362660468105e-98,5.762294046266233e-97
DKFZP761J1410,11,3,0.05670376906265473,0.09970783318028786
DKFZP779J2370,64,41,0.03971296636817871,0.07328847429763889
DKK1,445,84,2.3309887294158682e-107,2.174913831881067e-105
DKK2,24,64,3.4997173178343797e-06,1.3740918334685847e-05
DKK3,68,77,0.2849750932696718,0.40324942078909287
DKK4,25,8,0.004297609000116492,0.0100449171308153
DKKL1,61,239,1.2241215400962563e-37,1.0906734149066407e-36
DLAT,47,10,8.587198469643044e-07,3.710005620102899e-06
DLC1,40,19,0.010468111106522534,0.02262292692305877
DLD,2,2,1.0,1.0
DLEC1,28,29,0.7865608509567574,0.8822966773500904
DLEU1,202,98,3.564216070739801e-11,2.0296305464235515e-10
DLEU2L,7,176,1.3246190085019777e-52,2.6045061185493077e-51
DLG1,38,42,0.561533273965662,0.6993908333896173
DLG2,54,16,5.6927860767674684e-06,2.1448967254878584e-05
DLG4,58,8,1.484166186421526e-10,8.069180040689166e-10
DLG5,454,92,9.265771613268604e-108,9.942172941037213e-106
DLGAP1,55,51,0.9186771879465194,0.9790272926598051
DLGAP2,41,19,0.007475357247592393,0.016579775073576396
DLGAP3,13,175,4.787304893412071e-46,7.064331444875848e-45
DLGAP4,9,1,0.02124361667577746,0.04203393173123407
DLGAP5,129,70,2.0944069036300458e-05,7.176592268779778e-05
DLK1,122,87,0.020983244843238134,0.041827269643726545
DLL1,108,69,0.005098858134454423,0.011769367992589787
DLL3,32,210,5.39410558854648e-44,6.809265054718085e-43
DLST,138,104,0.041138711293718724,0.0755853377023291
DLX1,9,10,0.8190406480497187,0.9040222959307942
DLX4,16,7,0.0916764545126367,0.151988047642515
DMAP1,3,173,9.903639137441096e-57,2.0983422725337114e-55
DMBT1,471,132,1.0115847475138725e-93,2.545398002873265e-92
DMC1,152,46,5.739227794302826e-16,3.871337221644233e-15
DMD,22,36,0.04289127100109286,0.07773104994310737
DMGDH,16,22,0.32176885938325295,0.4456584736912434
DMKN,25,196,6.21840595036943e-44,7.752107401365111e-43
DMPK,59,241,2.58513262829221e-39,2.482983525716469e-38
DMRT1,206,124,9.753068862456887e-07,4.196808950209893e-06
DMRT2,203,122,1.2185443502343488e-06,5.1782102487186386e-06
DMRTA1,358,149,7.980882649903732e-34,6.428354915112808e-33
DMRTA2,13,180,6.539932655688562e-48,1.0760445602820764e-46
DMRTC2,47,224,7.921727941466111e-40,7.722271066625822e-39
DMTF1,2,3,0.680022832919075,0.7924982929488241
DMWD,59,242,1.1892368160900942e-39,1.1540513857432425e-38
DMXL1,17,28,0.06950316953373761,0.11929577385006929
DMXL2,87,48,0.0012176140959267588,0.0032471150273409854
DNA2,460,89,8.198379656653649e-114,3.3096618561234632e-111
DNAAF1,55,17,7.795760371440581e-06,2.8576845363538413e-05
DNAAF3,55,255,2.3068029223782576e-46,3.451473456171931e-45
DNAH1,34,38,0.5424390856143277,0.6810865884401899
DNAH10,27,31,0.5016090834483101,0.6388139494544931
DNAH10OS,26,31,0.4162651485071338,0.5493880742289724
DNAH11,6,3,0.5070428290082912,0.6448504693005563
DNAH12,30,34,0.520456019277471,0.658604188491801
DNAH14,29,13,0.018530494144985896,0.03747951070508985
DNAH17,14,2,0.00407043139450625,0.009573511884808655
DNAH2,64,9,1.56103168610679e-11,9.085555206778846e-11
DNAH3,43,11,1.7244883465093664e-05,5.981358564133849e-05
DNAH5,18,29,0.0751376477745964,0.1277444803507559
DNAH6,10,7,0.6278994251432753,0.7569460849452117
DNAH7,10,11,0.8271915198311403,0.9076750190579539
DNAH8,42,18,0.003194070250606019,0.007703952967756298
DNAH9,45,8,2.9251610311885913e-07,1.3583236170174658e-06
DNAI1,156,58,6.829982447424054e-13,4.206641915752527e-12
DNAJA1,173,72,3.2361594092752678e-12,1.946879721511136e-11
DNAJA3,22,6,0.0035374478575069474,0.008429495830499581
DNAJA4,68,41,0.015149813427294375,0.03123102748796708
DNAJB1,10,3,0.09146582995123384,0.15173933710960075
DNAJB11,27,23,0.7724539395473864,0.8695243971435622
DNAJB12,460,88,1.628940032584891e-114,1.681095672556297e-111
DNAJB13,52,12,4.573655993398511e-07,2.075693665644484e-06
DNAJB3,19,46,0.0002900363484797364,0.000859184781475567
DNAJB5,147,53,1.57921363391982e-12,9.635640620935635e-12
DNAJB6,10,5,0.30032490974127724,0.4204940622736011
DNAJB8,36,25,0.23591933769834117,0.34302093578243215
DNAJC1,429,77,1.0780438931180533e-102,4.2729222592135616e-101
DNAJC10,10,10,1.0,1.0
DNAJC11,100,201,2.5494786447809936e-13,1.5924435842785898e-12
DNAJC12,460,90,4.089881080686514e-113,9.752094221281399e-111
DNAJC13,32,22,0.2641051646215377,0.3784591989835676
DNAJC14,39,41,0.7276351506646799,0.8332050803573678
DNAJC16,35,185,1.234082503575812e-33,9.924190240211909e-33
DNAJC17,101,48,1.334707385349983e-05,4.712097377844288e-05
DNAJC19,10,17,0.17244644543844792,0.26200023333109235
DNAJC21,16,18,0.7280976627513759,0.8332050803573678
DNAJC22,43,45,0.6583698437087995,0.779724991500598
DNAJC24,55,58,0.6195389243306083,0.7555377270088
DNAJC25,42,24,0.041790481976904895,0.07600201213765925
DNAJC27,19,12,0.2781153532826206,0.39435990532485626
DNAJC28,23,20,0.8765266912546001,0.9479862067654609
DNAJC3,146,73,2.4041933685007057e-07,1.1244020168623163e-06
DNAJC30,2,6,0.16898554219925477,0.25789909731963884
DNAJC5B,20,12,0.2124514425095564,0.3138715154778281
DNAJC6,6,175,1.9115745126271304e-53,3.859633377511391e-52
DNAJC7,30,10,0.002048710493951572,0.005202997301798903
DNAJC8,30,178,4.093270686892357e-34,3.3040898580600215e-33
DNAL1,136,102,0.039886341832914035,0.0734910618194572
DNAL4,154,45,8.24004610253875e-17,5.696363209955688e-16
DNALI1,9,174,1.5665196295191444e-49,2.7079698359765923e-48
DNASE1,23,6,0.002187889141606591,0.005514508504230573
DNASE1L2,23,5,0.000856017338988184,0.002343983315034725
DNASE1L3,32,32,0.8977746748396659,0.9640007981016055
DNASE2,10,5,0.30032490974127724,0.4204940622736011
DNASE2B,18,178,9.07437527637184e-43,1.0089953027509829e-41
DNER,13,31,0.0050251614261364735,0.011615321579230975
DNHD1,75,84,0.3029997728954671,0.42400210418590656
DNM1,44,23,0.0161982394488826,0.033137675745759834
DNM1L,31,12,0.005019277004726993,0.01160886515242631
DNM1P34,71,41,0.006914619241987903,0.01554728487548904
DNM1P46,64,41,0.03971296636817871,0.07328847429763889
DNM3,6,1,0.12448666612858911,0.19763672570108493
DNM3OS,6,1,0.12448666612858911,0.19763672570108493
DNMBP,467,106,5.331769634944128e-107,4.683850494510567e-105
DNMT1,11,3,0.05670376906265473,0.09970783318028786
DNMT3A,19,12,0.2781153532826206,0.39435990532485626
DNMT3L,25,23,1.0,1.0
DNPEP,10,15,0.3132296172509153,0.43632560370393636
DNTT,467,105,1.2089754924157703e-107,1.2439198525390207e-105
DOCK1,469,135,1.0017575804337028e-90,2.2904722029338026e-89
DOCK10,11,19,0.13784490291803245,0.21641995522937743
DOCK11,8,12,0.37027889753256593,0.5014721960633074
DOCK2,31,43,0.11706292566039642,0.18797640505296367
DOCK3,35,37,0.7148184011211316,0.823529566810464
DOCK4,2,3,0.680022832919075,0.7924982929488241
DOCK5,40,14,0.000669746089171167,0.0018847744008110285
DOCK6,11,3,0.05670376906265473,0.09970783318028786
DOCK7,8,176,2.0090390962311685e-51,3.7724731629480765e-50
DOCK9,139,68,2.9054714431091576e-07,1.3508508826488941e-06
DOK2,41,16,0.0015409954806354128,0.004016105848387435
DOK5,11,1,0.006234091590507687,0.014154855482558416
DOK6,58,47,0.41181423088040614,0.5442579105919253
DOLPP1,45,24,0.017788284856181166,0.03611021825804776
DONSON,23,19,0.6412365060775821,0.7683381027596266
DOPEY1,92,51,0.0008507131515084729,0.002343983315034725
DOPEY2,25,21,0.763469239313981,0.8629023333815832
DOT1L,11,9,0.8231147798009446,0.9047189446795246
DPCD,465,107,5.289097585188952e-105,2.5964975138793605e-103
DPCR1,44,20,0.004305090256232517,0.010048332167359364
DPF1,28,205,5.3228686035055604e-45,7.420127034574301e-44
DPF3,136,102,0.039886341832914035,0.0734910618194572
DPH1,47,5,8.591796461800344e-10,4.560634856860945e-09
DPH3,26,22,0.7680958787389202,0.8665667510639173
DPH6,110,48,4.7332487677936286e-07,2.1455299634820727e-06
DPH7,40,24,0.07094319124528412,0.12131003060747388
DPP10,11,6,0.3306822019367589,0.45456282113701346
DPP4,11,11,1.0,1.0
DPP6,9,5,0.4226607189952972,0.556265053508617
DPP8,68,42,0.020502081839213503,0.041047883964902734
DPP9,11,8,0.6463669807125458,0.7709133039601651
DPPA2,33,26,0.5039786474309744,0.6413730296262368
DPPA5,91,51,0.0011349762516225635,0.0030396885811863343
DPRX,59,252,4.336899143067544e-43,4.980802670272221e-42
DPT,5,1,0.21820005126498443,0.32031673703729074
DPY19L1,3,1,0.6247067078323906,0.7557658182377525
DPY19L2,48,39,0.5024831271057653,0.639686570795153
DPY19L2P1,4,2,0.6871334366319842,0.7976291233355742
DPY19L2P2,2,3,0.680022832919075,0.7924982929488241
DPY19L3,25,190,1.4866115860542398e-41,1.5264442409915783e-40
DPY19L4,19,10,0.1338287259801158,0.210554579144669
DPY30,13,9,0.5216605164082674,0.6588518814095337
DPYD,16,179,8.063966811005472e-45,1.1002444090365504e-43
DPYS,19,7,0.02815702138835105,0.053964630683313274
DPYSL2,41,13,0.00021817971695038533,0.0006549751614765564
DPYSL3,25,34,0.18165524633764824,0.2736487274853742
DPYSL4,465,134,1.0327008592977264e-88,2.318868805436539e-87
DR1,28,179,9.73442934012357e-36,8.187603446099455e-35
DRAM1,29,38,0.20752966577915066,0.3086276379976993
DRAXIN,45,188,3.72814818533466e-29,2.8442987323563868e-28
DRD1,27,40,0.07716195187136077,0.1307384210480015
DRD2,46,10,1.4569473305167101e-06,6.086279977481095e-06
DRD3,33,27,0.5959723307488669,0.7335870495337167
DRD4,76,90,0.15144118758938843,0.23525848189946152
DRD5,31,39,0.2663369270832456,0.3805681840240193
DRG1,155,40,4.883650629726939e-19,3.488454577259062e-18
DRG2,38,4,4.407020738470241e-08,2.172703168142434e-07
DRGX,441,83,8.215595517488074e-106,4.63964946856037e-104
DROSHA,15,21,0.3091878070184948,0.4314154966590961
DRP2,6,5,1.0,1.0
DSC2,37,41,0.5569963091751772,0.6949500462150757
DSC3,36,40,0.5523074000691847,0.6908786546622776
DSCAM,27,22,0.6613618122444469,0.7819109454677557
DSCAML1,47,13,1.3658340478417718e-05,4.806174529557061e-05
DSCR4,26,22,0.7680958787389202,0.8665667510639173
DSCR8,25,22,0.8816257140972298,0.9512160796644822
DSCR9,26,22,0.7680958787389202,0.8665667510639173
DSE,110,70,0.004186213239909071,0.009816624303764294
DSEL,49,47,1.0,1.0
DSG1,37,41,0.5569963091751772,0.6949500462150757
DSG2,36,40,0.5523074000691847,0.6908786546622776
DSG4,36,40,0.5523074000691847,0.6908786546622776
DSN1,9,1,0.02124361667577746,0.04203393173123407
DSP,54,27,0.0038026787813250874,0.009025729286311497
DSPP,26,60,6.778624339875175e-05,0.00021592132068194418
DST,43,18,0.002211061500074771,0.005564510948923305
DSTN,14,9,0.40274184467724955,0.5347346641984835
DSTNP2,29,8,0.0006888389931205767,0.001931269009827791
DSTYK,5,7,0.5712122678190917,0.7075740650761438
DTD1,14,9,0.40274184467724955,0.5347346641984835
DTD2,143,55,3.96454785898368e-11,2.243142671851331e-10
DTHD1,29,39,0.1683444809021016,0.25789909731963884
DTL,20,9,0.059968271422319905,0.10448195004709923
DTNA,39,42,0.6442396093995562,0.7709133039601651
DTNB,19,12,0.2781153532826206,0.39435990532485626
DTNBP1,45,24,0.017788284856181166,0.03611021825804776
DTWD1,94,50,0.0003203336171801655,0.0009455790130242574
DTWD2,18,28,0.0997531360573575,0.16373378604169847
DTX1,26,38,0.09388328810576449,0.15511600901064607
DTX3,36,35,1.0,1.0
DTX4,52,17,2.9996754347905323e-05,0.00010002469341048474
DUOX2,98,50,9.033940227175051e-05,0.00028408593278757304
DUOXA2,98,51,0.00013696673745886733,0.00042101786988072543
DUS2L,49,15,2.63055934039684e-05,8.864123466002989e-05
DUS3L,11,6,0.3306822019367589,0.45456282113701346
DUSP1,27,39,0.09858195430435843,0.16189987072920872
DUSP10,29,15,0.06355289703344094,0.11003822259524548
DUSP11,11,8,0.6463669807125458,0.7709133039601651
DUSP14,35,10,0.00021711505582627013,0.0006519093281275695
DUSP16,49,17,0.00011008995636993703,0.00034246662343946865
DUSP2,8,4,0.38656153385757197,0.5164926942638483
DUSP22,51,35,0.11735059463181034,0.18814605187563227
DUSP27,5,1,0.21820005126498443,0.32031673703729074
DUSP3,27,8,0.0017474370912230362,0.004536029027881881
DUSP5,464,119,6.171362497998521e-97,1.7104466318253465e-95
DUSP6,37,39,0.7214594701870509,0.8290189062303892
DUSP7,33,37,0.5372405974120151,0.6758020645053837
DUSP9,7,15,0.08430992906448588,0.14177809855666706
DUT,97,52,0.00027902276963672607,0.0008287049565404939
DUX4L2,51,89,0.0001951550456172886,0.0005901004620094423
DYDC1,455,97,4.576911538179053e-105,2.2766346068386e-103
DYM,43,47,0.5111624133401228,0.6487564864139342
DYNAP,47,47,0.8298301850596774,0.9086336099076517
DYNC1H1,123,88,0.02148215866245958,0.042494731028110064
DYNC1I1,1,4,0.2075665708088641,0.3086276379976993
DYNC1I2,9,10,0.8190406480497187,0.9040222959307942
DYNC1LI1,29,26,0.8901368730410111,0.9569624351837164
DYNC1LI2,47,15,6.480578231878923e-05,0.00020691019383482502
DYNC2H1,53,13,7.082582479805748e-07,3.132937397280387e-06
DYNLL2,12,2,0.01270460490418217,0.026673455607354936
DYNLRB1,9,1,0.02124361667577746,0.04203393173123407
DYNLRB2,54,17,1.2277584726778032e-05,4.374617594062134e-05
DYNLT1,111,73,0.007469054930242439,0.01657803533719
DYNLT3,11,30,0.002099438821055874,0.0053219321582688725
DYRK1A,26,21,0.6549790781248199,0.7761375492301842
DYRK1B,33,212,5.039461337091922e-44,6.372288569511352e-43
DYRK2,53,39,0.23038602233431152,0.33610360566242864
DYRK4,28,7,0.0004651727428051383,0.0013412331943222242
DYTN,8,10,0.6386653541581911,0.7669089488540646
DYX1C1,83,53,0.01686222072472187,0.03444910644998938
DZANK1,13,9,0.5216605164082674,0.6588518814095337
DZIP1,146,73,2.4041933685007057e-07,1.1244020168623163e-06
DZIP3,33,25,0.41868862750569114,0.5524895082915049
E2F2,41,185,2.624683476908847e-30,2.016777247576711e-29
E2F3,44,26,0.04790829988083656,0.08602420282212847
E2F5,17,10,0.24528349080208264,0.35531809053316155
E2F6,13,15,0.7029820036010421,0.8128855098217885
E2F7,40,38,1.0,1.0
E2F8,60,62,0.7007789333341934,0.8109622630418499
EAF2,42,25,0.05831065864757937,0.10194863992131487
EAPP,141,54,5.1538897572300805e-11,2.894270352639636e-10
EARS2,46,13,2.1981625686934106e-05,7.50643284994599e-05
EBAG9,22,9,0.0284785623542344,0.05448356643979995
EBF1,26,42,0.03277452034816166,0.0618749333505196
EBF2,43,13,8.866350995290862e-05,0.0002788742140939266
EBF3,470,135,2.2459959104989138e-91,5.230907064730959e-90
EBF4,11,7,0.479117078642087,0.6157324626025692
EBLN1,430,76,5.3676212472517015e-104,2.290693362960655e-102
EBLN2,28,29,0.7865608509567574,0.8822966773500904
EBNA1BP2,3,173,9.903639137441096e-57,2.0983422725337114e-55
EBPL,199,97,7.365903219406403e-11,4.09665302339589e-10
ECE1,37,185,1.7302012628160214e-32,1.3759175950250012e-31
ECEL1,21,48,0.00042904003717161117,0.001247829513725449
ECHDC3,420,77,2.2460241101934384e-97,6.4022341903844085e-96
ECHS1,465,134,1.0327008592977264e-88,2.318868805436539e-87
ECI2,49,29,0.03452977950280867,0.06481634150613028
ECM1,3,1,0.6247067078323906,0.7557658182377525
ECSCR,20,31,0.08640546063798879,0.14409223242716115
EDA,1,5,0.11599285180899042,0.1865372679450438
EDA2R,2,4,0.44181760853660845,0.5776313416394196
EDAR,11,6,0.3306822019367589,0.45456282113701346
EDARADD,20,17,0.741024169752616,0.8450247560791999
EDDM3B,143,52,5.324953986211923e-12,3.1692337076416607e-11
EDEM1,24,21,0.8791590022367155,0.949919192375742
EDEM2,9,1,0.02124361667577746,0.04203393173123407
EDEM3,5,3,0.7261349050046062,0.8326716445022286
EDIL3,16,22,0.32176885938325295,0.4456584736912434
EDN1,49,28,0.024674399653956843,0.04780227387177453
EDN2,9,173,3.726586195316265e-49,6.390499751831156e-48
EDN3,13,1,0.001783177570548905,0.0045828731334107186
EDNRA,34,81,9.818987252968232e-07,4.22396410406898e-06
EDNRB,169,87,4.81100148271298e-08,2.3664330148433001e-07
EEA1,32,40,0.2724992231166987,0.3883391831571054
EED,47,12,5.782613988921974e-06,2.1667854163528534e-05
EEF1D,24,23,1.0,1.0
EEF1DP3,153,84,3.32453340784914e-06,1.3104471491133503e-05
EEF1E1,51,29,0.02021096923069773,0.04052985980290232
EEF1G,55,17,7.795760371440581e-06,2.8576845363538413e-05
EEF2,13,10,0.6762547896585908,0.7924982929488241
EEFSEC,36,26,0.29603883200045455,0.4157449606470399
EEPD1,3,1,0.6247067078323906,0.7557658182377525
EFCAB1,20,9,0.059968271422319905,0.10448195004709923
EFCAB10,2,3,0.680022832919075,0.7924982929488241
EFCAB11,121,97,0.17242739471563928,0.26200023333109235
EFCAB13,19,9,0.08543739368362885,0.1428902836690573
EFCAB2,16,17,0.8600733053011214,0.933662465112982
EFCAB3,15,2,0.0022766524091180577,0.00566223054466415
EFCAB4B,27,9,0.003686238585101721,0.00876181582680349
EFCAB5,37,11,0.00029917220412351985,0.0008852008765695323
EFCAB6,165,57,3.918888886277804e-15,2.557321844034108e-14
EFCAB8,8,0,0.00772688706038884,0.017079649414532248
EFCC1,35,25,0.28843707766093496,0.40715107880309764
EFEMP1,9,8,1.0,1.0
EFHB,28,22,0.5628881395287524,0.7000335815879558
EFHC1,45,20,0.003031683493038193,0.00735259112567319
EFHC2,8,28,0.0005110665477943872,0.0014606624202753587
EFHD1,27,48,0.008110011663918145,0.01786081149617041
EFHD2,35,185,1.234082503575812e-33,9.924190240211909e-33
EFNA1,2,1,1.0,1.0
EFNA2,11,9,0.8231147798009446,0.9047189446795246
EFNA3,2,1,1.0,1.0
EFNA5,20,26,0.29604738676883147,0.4157449606470399
EFNB1,1,6,0.06370543074002304,0.11021340326806704
EFNB2,130,64,1.1451406751838878e-06,4.898150120333816e-06
